Rank,Hebrew,English,cefr_level,confidence,source
1967,להגנה,for defense / for protection / for the defense / for the protection,B2,0.371,model_predicted
1968,פרץ,broke into / broke out / burst (m.s.),B1,0.341,model_predicted
1969,אישית,personal (f.s.) / private (f.s.) / in person,A1,1.0,concordance
1970,השתתפו,participated (pl.),C1,0.342,model_predicted
1971,הכריז,proclaimed / announced / declared (m.s.),C1,0.587,model_predicted
1972,יחס,relation / ratio / attitude,B2,0.387,model_predicted
1973,לשחקן,to/for the player / to/for the actor / to/for a player / to/for an actor,A1,0.502,model_predicted
1974,הנוף,the view / the landscape / the boughs of a tree,A2,0.345,model_predicted
1975,הנוער,the youth,A1,0.591,model_predicted
1976,בדיקה,examination,B2,0.393,model_predicted
1977,הפדרלי,the federal (m.s.),B2,0.42,model_predicted
1978,הקבוצות,the groups,A1,0.462,model_predicted
1979,נבנתה,was built (f.),A2,0.447,model_predicted
1980,ישיר,direct / will sing (m.s.),B1,0.342,model_predicted
1981,קצרה,short (f.s.),A1,0.784,model_predicted
1982,מיוחדות,special (f.pl.),A2,0.465,model_predicted
1983,מסורת,tradition,B1,0.362,model_predicted
1984,מודרנית,modern (f.s.),A2,0.417,model_predicted
1985,פלוגות,companies (mil.),A2,0.465,model_predicted
1986,איסור,prohibition / ban,C1,0.624,model_predicted
1987,יוצרים,creators / artists / makers (m.),C1,0.422,model_predicted
1988,תופעות,phenomena,C1,0.529,model_predicted
1989,בשדרה,in the boulevard / in a boulevard,A2,0.372,model_predicted
1990,בנחל,in a stream / in the stream,B1,0.319,model_predicted
1991,הפילוסופיה,the philosophy,C1,0.588,model_predicted
1992,האנרגיה,the energy,B1,0.366,model_predicted
1993,אנאבוליים,anabolic (pl.),C1,0.457,model_predicted
1994,אבידות,losses / something which is lost (pl),C1,0.34,model_predicted
1995,אנכי,I / me / myself / selfish / vertical,A2,0.458,model_predicted
1996,הרחק,far away,A1,0.38,model_predicted
1997,האביב,the spring,A1,0.432,model_predicted
1998,המטה,the stick / the wand / the headquarters,B1,0.416,model_predicted
1999,לגובה,up / to a hight / to a hight of,B1,0.33,model_predicted
2000,הראש,the head / the leader,A1,0.517,model_predicted
2001,מועד,time / holiday / prone to (m.s.),A1,0.757,model_predicted
2002,לפנות,to evacuate,C1,0.458,model_predicted
2003,עליהן,on them / about them / on them (f.),A1,0.744,model_predicted
2004,לעזוב,to leave,A1,0.682,model_predicted
2005,ידועה,known (f.s.),A1,0.636,model_predicted
2006,להסביר,to explain,A1,0.366,model_predicted
2007,תלוי,depending on / depends (m.s.) / hung,C1,0.52,model_predicted
2008,חייהם,their lives,A1,0.667,model_predicted
2009,הסתיים,ended (m.s.),B1,0.44,model_predicted
2010,ברוח,in the wind / with the spirit / in a wind / with a spirit,A1,1.0,concordance
2011,הודות,thanks to,A1,0.705,model_predicted
2012,החלק,the part / the smooth / the slippery (m.s.),A1,0.578,model_predicted
2013,ההחלטה,the decision,B1,0.41,model_predicted
2014,בתים,houses,A1,0.817,model_predicted
2015,נרחב,wide / broad (m.s.),B1,0.345,model_predicted
2016,קרבות,battles / getting close / approach (f.pl.),B2,0.382,model_predicted
2017,פרטי,private (m.s.),B1,0.324,model_predicted
2018,אזרחות,citizenship / nationality,C1,0.399,model_predicted
2019,אזרח,citizen (m.s.),B2,0.33,model_predicted
2020,חסרת,lacking (f.s.),C1,0.465,model_predicted
2021,כוחו,his power / his force / his strength / the power of / the force of / the strength of,A1,0.788,model_predicted
2022,השפעת,the influence of / the affect of / the flu,C1,0.52,model_predicted
2023,הדמות,the image / the figure / the shape / the character,A1,0.653,model_predicted
2024,בולט,protruding / stands out (m.s.),A2,1.0,concordance
2025,רימונים,pomegranates / grenades,C1,0.414,model_predicted
2026,בירת,the capital of,A2,0.477,model_predicted
2027,מאנשי,from the people of / of the people of,A1,0.672,model_predicted
2028,הנוצרית,the Christian (f.s.),B1,0.29,model_predicted
2029,גרסה,version,B2,1.0,concordance
2030,בסדרת,in a series of / in the series of,A2,0.456,model_predicted
2031,דוגמת,sample of / pattern of,B2,0.375,model_predicted
2032,מבוססת,well established / well based (f.s.),A1,0.773,model_predicted
2033,למעט,except / to/for a little / to/for the few,A2,0.443,model_predicted
2034,אישור,approval / confirmation,C1,0.406,model_predicted
2035,אוצר,treasure,B2,0.282,model_predicted
2036,המוסלמים,the Muslims,A2,0.348,model_predicted
2037,נוצרים,Christian (m.pl.),B1,0.29,model_predicted
2038,ייצור,production,B2,0.371,model_predicted
2039,ערבים,evenings / sureties / Arabs,A1,0.84,model_predicted
2040,נעליים,shoes,A1,0.621,model_predicted
2041,הכלב,the dog,A1,0.705,model_predicted
2042,הצרצר,the cricket,A1,0.44,model_predicted
2043,הביתה,home,A1,0.832,model_predicted
2044,נורא,awful / terrible / very (m.s.),B1,0.375,model_predicted
2045,בוקר,morning / cowboy,A1,0.86,model_predicted
2046,ציפור,bird,A1,0.459,model_predicted
2047,קראו,read / called (pl.),A1,0.782,model_predicted
2048,הקטנים,the small / the little (m.pl.),A1,0.678,model_predicted
2049,שעבר,that passed / the last (m.s.),A1,0.795,model_predicted
2050,זוג,pair / couple,A1,0.456,model_predicted
2051,כשהם,when they,A1,0.801,model_predicted
2052,בחדר,in a room / in the room,A1,0.796,model_predicted
2053,ספק,supplier / doubt,B2,0.327,model_predicted
2054,וחצי,and half / and a half,A1,0.445,model_predicted
2055,ואלה,and these,A1,0.728,model_predicted
2056,פתיחת,opening of,A2,0.402,model_predicted
2057,פתוח,open (m.s.),A1,0.637,model_predicted
2058,עשו,did (pl.),A1,0.629,model_predicted
2059,חשש,worry / fear,A2,0.401,model_predicted
2060,אחראי,responsible / in charge (m.s.),B1,0.423,model_predicted
2061,השופט,the judge,B1,0.358,model_predicted
2062,השאלה,the question / landing,A1,0.719,model_predicted
2063,הבין,understood (m.s.),B1,0.326,model_predicted
2064,השואה,comparison / the holocaust,B2,0.348,model_predicted
2065,נפץ,explosion / detonator,B2,1.0,concordance
2066,משמר,guard / conserves (m.s.),B1,0.39,model_predicted
2067,ישירות,directly / directness / straightness,B2,0.371,model_predicted
2068,חשובה,important (f.s.),A1,0.32,model_predicted
2069,גברים,men,A1,0.579,model_predicted
2070,טענה,claimed / argued (f.s.) / claim / argue,C1,0.428,model_predicted
2071,נודע,known (m.s.) / became known,A1,0.636,model_predicted
2072,יסוד,foundation / basis,B2,1.0,concordance
2073,לאדם,to/for the man / to/for the person / to/for mankind / to/for a man / to/for a person,A1,1.0,concordance
2074,להשתתף,to participate,B1,0.355,model_predicted
2075,שערי,gates of / my hair,A2,0.42,model_predicted
2076,קבוע,constant / fixed / regular / permanent (m.s.),C1,0.396,model_predicted
2077,חג,holiday,A1,0.795,model_predicted
2078,הציבורי,the public (m.s.),B1,0.421,model_predicted
2079,הסיבה,the reason,A1,0.443,model_predicted
2080,ספורטאים,athletes,A2,0.55,model_predicted
2081,אויב,enemy,C1,0.411,model_predicted
2082,ואנשי,and the people of,A1,0.75,model_predicted
2083,הצפונית,the northern (f.s.),B1,0.355,model_predicted
2084,ההתנגדות,the resistance / the objection,C1,0.5,model_predicted
2085,שכלל,that included (m.s.) / that a rule / that [not X] at all,A1,1.0,concordance
2086,בספרות,in literature / in hairdressing,B1,0.327,model_predicted
2087,המערבית,the western (f.s.),A2,0.506,model_predicted
2088,ביצוע,performance,B1,0.334,model_predicted
2089,הקודש,the holiness,C1,0.488,model_predicted
2090,עלייה,rise / increase / immigration,C1,0.382,model_predicted
2091,התפתחה,developed (f.s.),B2,0.344,model_predicted
2092,הקריירה,the career,B1,0.424,model_predicted
2093,המודרני,the modern (m.s.),A2,0.417,model_predicted
2094,הביטוי,the expression,B2,0.357,model_predicted
2095,אתרי,sites of,A1,0.525,model_predicted
2096,דגים,fish (pl.),A1,0.615,model_predicted
2097,בשום,in no,B2,0.277,model_predicted
2098,לספר,to tell / to cut (hair) / [to] a book / [to] the book,A1,0.768,model_predicted
2099,מגיעים,arrive / deserve (m.pl.),B1,0.39,model_predicted
2100,גבר,man / overcame / defeated (m.s.),A1,1.0,concordance
2101,לעזור,to help / to assist,A1,0.757,model_predicted
2102,קם,stood up / woke up (m.s.),B1,0.399,model_predicted
2103,לחפש,to search,A2,0.434,model_predicted
2104,הבאה,the next / the person who is coming (f.s.),A1,1.0,concordance
2105,בחזרה,back / at the rehearsal,A1,0.553,model_predicted
2106,נכנס,entered (m.s.),B2,0.349,model_predicted
2107,חשבון,arithmetic / account / bill,C1,0.415,model_predicted
2108,כתבי,the works of,A1,0.697,model_predicted
2109,כותב,write (m.s.),A1,0.764,model_predicted
2110,גורל,fate / destiny,C1,0.403,model_predicted
2111,מצליח,succeed / successful (m.s.),B1,0.39,model_predicted
2112,עונת,season of,A1,0.494,model_predicted
2113,אימה,fear / terror,B2,1.0,concordance
2114,התקשורת,the communication / the media,B1,1.0,concordance
2115,בתגובה,in response,B1,0.451,model_predicted
2116,ממשיך,continue (m.s.),B1,0.378,model_predicted
2117,האפשרות,the possibility / the option,B1,1.0,concordance
2118,סיים,finished (m.s.),A1,0.503,model_predicted
2119,נרצחו,were murdered,A1,0.62,model_predicted
2120,מעשי,practical (m.s.),B1,0.382,model_predicted
2121,ובעלי,and my husband / and the owners of,A1,0.665,model_predicted
2122,כושר,fitness / capability,B1,1.0,concordance
2123,העביר,passed / transferred (m.s.),A2,0.41,model_predicted
2124,המולדת,the homeland,C1,0.392,model_predicted
2125,קיסר,Caesar,C1,0.428,model_predicted
2126,בכיכר,at a square / in a loaf / at the square / in the loaf,A2,0.351,model_predicted
2127,במחלוקת,in dispute / in the dispute,B2,0.413,model_predicted
2128,תושבים,residents,C1,0.443,model_predicted
2129,אמצעים,means,A2,0.331,model_predicted
2130,אירועי,events of,B1,0.505,model_predicted
2131,התנאים,the conditions / the provisions,B2,0.331,model_predicted
2132,התקיימו,existed / took place / were held (pl.),C1,0.498,model_predicted
2133,פלוגת,company of (mil.),A2,0.465,model_predicted
2134,יוצאי,veterans of / originated from (m.pl.),B2,0.338,model_predicted
2135,להפיק,to produce,A2,0.331,model_predicted
2136,השירה,the singing / the poetry / dropped / shed (f.s.),A2,0.348,model_predicted
2137,הבנייה,the building (v.),A1,0.534,model_predicted
2138,החמצן,the oxygen,B2,0.355,model_predicted
2139,קת,handle / shaft,B1,0.497,model_predicted
2140,המרתון,the marathon,B2,1.0,concordance
2141,השריקה,the whistle,B2,0.32,model_predicted
2142,השיבה,replied / returned (f.s.),A1,0.338,model_predicted
2143,נדמה,apparently,B2,0.349,model_predicted
2144,החלון,the window,A1,0.772,model_predicted
2145,לו,if (wishing),B1,0.343,model_predicted
2146,לשים,to place / to put / knead (m.pl.),A1,0.561,model_predicted
2147,החדר,the room / insert / penetrate (m.s. imperative),A1,0.796,model_predicted
2148,פרחים,flowers,A1,0.649,model_predicted
2149,יודעים,know (m.pl.),A1,0.789,model_predicted
2150,שאף,aspired / inhaled (m.s.),C1,0.597,model_predicted
2151,למחצה,half-,A1,0.445,model_predicted
2152,לפעמים,sometimes,A1,0.451,model_predicted
2153,התברר,became clear,B1,0.362,model_predicted
2154,להוציא,to take out / to spend / to publish / excluding,A1,0.488,model_predicted
2155,להחזיק,to hold,B1,0.412,model_predicted
2156,אפשרי,possible (m.s. adj.),A2,0.409,model_predicted
2157,במחנה,at a camp / in a group / at the camp / in the group,A2,0.353,model_predicted
2158,בתא,in the cell / in the chamber / in a cell / in a chamber,A1,0.391,model_predicted
2159,בסדר,ok / well,A1,0.773,model_predicted
2160,בנה,built (m.s.),A2,0.434,model_predicted
2161,למחרת,the next day,A1,0.656,model_predicted
2162,למצב,to a state / to a situation / to the state / to the situation,B1,1.0,concordance
2163,לסוף,to the end,A1,0.621,model_predicted
2164,ארוכים,long (m.pl.),A1,0.78,model_predicted
2165,דמוי,-like / -form (m.s.),A1,0.662,model_predicted
2166,שחקן,player / actor,A1,0.502,model_predicted
2167,פרסום,publication / advertisement / fame,B2,0.393,model_predicted
2168,לקו,to/for a line / to/for the line,A1,0.553,model_predicted
2169,המוח,the brain,A1,0.409,model_predicted
2170,הקודם,the former / the previous (m.s.),B1,0.356,model_predicted
2171,נפגש,met (m.s.),A2,0.286,model_predicted
2172,שנועדו,that are/were intended for / that are/were destined for / that conferred (pl.),A1,0.795,model_predicted
2173,השיטה,the method,B1,0.354,model_predicted
2174,הרבייה,the reproductiveness,C1,0.52,model_predicted
2175,הצטרפו,joined (pl.),B2,0.395,model_predicted
2176,בייחוד,especially,A2,0.417,model_predicted
2177,מבצר,fort,B1,0.314,model_predicted
2178,והייתה,and was (f.s.),A2,0.447,model_predicted
2179,הובילה,led / transported (f.s.),A2,0.357,model_predicted
2180,כאל,as a god / as to / as the god,A2,0.421,model_predicted
2181,מפלגת,party of (political),A1,1.0,concordance
2182,הועברו,were passed / were transferred,A1,0.62,model_predicted
2183,בתנאי,on the condition / provided that / under the conditions of / under the provisions of,B2,0.331,model_predicted
2184,עולמית,global / universal (f.s.),B2,1.0,concordance
2185,נטל,took (m.s.),A1,0.35,model_predicted
2186,המחתרת,the underground,B2,0.335,model_predicted
2187,נפרד,separated / individual (m.s.),C1,0.399,model_predicted
2188,שיצר,that/who created / that/who made (m.s.),A1,1.0,concordance
2189,הסנדק,the godfather,C1,0.487,model_predicted
2190,הפירמידות,the pyramids,C1,0.312,model_predicted
2191,הרומח,the spear,B2,0.361,model_predicted
2192,רבייה,reproductiveness,C1,0.52,model_predicted
2193,דעתי,my opinion,B1,0.38,model_predicted
2194,הערב,the evening / tonight / this evening / the surety / the pleasant / the delicious,A1,0.84,model_predicted
2195,רצון,will / desire,A1,0.714,model_predicted
2196,לשיר,to sing,A1,0.561,model_predicted
2197,דברי,the words of / the things of / my words / my things,A1,0.796,model_predicted
2198,מסביב,around,A2,0.358,model_predicted
2199,למי,to whom,A1,0.581,model_predicted
2200,מנה,counted / included (m.s.) / portion,B2,1.0,concordance
2201,לבנה,white (f.s.) / brick,A1,0.831,model_predicted
2202,בשעות,in the hours / in hours / in the hours of,A1,0.786,model_predicted
2203,קנה,bought / barrel / shaft / trachea,A1,0.676,model_predicted
2204,כזו,like this (f.),A1,0.662,model_predicted
2205,הקודמת,the former / the previous (f.s.),B1,0.356,model_predicted
2206,תלויה,hung / depending on (f.s.),B1,0.476,model_predicted
2207,נפלו,fell (pl.),A2,0.438,model_predicted
2208,מלון,hotel / melon,A1,1.0,concordance
2209,שלהן,theirs (f),A1,0.709,model_predicted
