word,transliteration,meaning,part_of_speech,root,binyan,cefr_level
נאלץ,n'ltz,We were forced to.,verb,נ-א-צ,NIFAL,B1
נחמן,nchmn,He is gracious and merciful.,propn,,,B1
נשמה,nshmh,Soul is the soul.,noun,,,B1
סיים,syym,Finished,verb,ס-י-י,PIEL,B1
סמכות,smchvt,authority  authority,noun,,,B1
ספטמבר,sftmvr,September is the month of September.,propn,,,B1
עופר,'vfr,It's not easy.,propn,,,B1
עמה,'mh,It's the same with her.,adv,,,B1
עש,'sh,It's not easy being green.,noun,,,B1
פטור,ftvr,He was discharged.,noun,,,B1
פנימי,fnymy,The interior of the building.,adj,,,B1
פסטיבל,fstyvl,Festival Festival,noun,,,B1
קדם,kdm,Early times.,adv,,,B1
קוריאה,kvry'h,South Korea,propn,,,B1
קצה,ktzh,End of the line.,noun,,,B1
ראשו,r'shv,Their heads.,propn,,,B1
רוק,rvk,Rock is rock.,noun,,,B1
שבר,shvr,A break in the walls.,noun,,,B1
שחרור,shchrvr,Release,noun,,,B1
שליט,shlyt,The ruler is the ruler.,noun,,,B1
שמירה,shmyrh,Keep an eye on it.,noun,,,B1
שנתי,shnty,I've been here for years.,adj,,,B1
שעוד,sh'vd,There's more to it than that.,adv,,,B1
"אח""כ",'chch,"Then again, I'm going back.",adv,,,B1
אפריל,'fryl,April is the month of April.,propn,,,B1
ארון,'rvn,The Ark of the Covenant,noun,,,B1
באב,v'v,"In the past, there was a gap.",propn,,,B1
בוגר,vvgr,The adults are grown up.,noun,,,B1
בכה,vchh,In tears and tears.,verb,ב-כ-ה,PAAL,B1
גבעה,gv'h,A hill is a hill.,noun,,,B1
גיוס,gyvs,Recruitment is the process.,noun,,,B1
גלעד,gl'd,A ribbon is a ribbon.,propn,,,B1
הוקם,hvkm,Established,verb,ו-ק-מ,HUFAL,B1
היות,hyvt,Because they are.,noun,,,B1
חרב,chrv,The sword is a sword.,noun,,,B1
כיבוש,chyvvsh,The conquest of the country.,noun,,,B1
כרך,chrch,The booklet.,noun,,,B1
הבדיל,hvdyl,The difference is the difference.,verb,ב-ד-ל,HIFIL,B1
הביע,hvy',Be warned.,verb,ב-י-ע,HIFIL,B1
הסיר,hsyr,The pot the pot,verb,ס-י-ר,HIFIL,B1
התקשר,htkshr,Call me when you're ready.,verb,ק-ש-ר,HITPAEL,B1
ייצג,yytzg,It will be represented.,verb,י-צ-ג,PIEL,B1
מלח,mlch,Salt from the sea.,noun,,,B1
העריך,h'rych,What do you value?,verb,ע-ר-כ,HIFIL,B1
מפגש,mfgsh,Meeting with the audience.,noun,,,B1
נזכר,nzchr,Let us remember.,verb,נ-ז-ר,NIFAL,B1
נרחב,nrchv,It's a lot of space.,adj,,,B1
סופית,svfyt,It's finally over.,adv,,,B1
סלע,sl',rock rock rock rock rock rock rock rock rock,noun,,,B1
עיתונאי,'ytvn'y,A journalist is a journalist.,noun,,,B1
עפר,'fr,The clay is clay.,propn,,,B1
פרסם,frsm,Published,verb,פ-ר-מ,PIEL,B1
צפייה,tzfyyh,Watching is watching.,noun,,,B1
קהילה,khylh,The community is a community.,noun,,,B1
קודש,kvdsh,Holy is holy.,noun,,,B1
קווין,kvvyn,Kevin,propn,,,B1
רם,rm,It's the same thing.,propn,,,B1
שתה,shth,A drink is a drink.,verb,ש-ת-ה,PAAL,B1
שים,shym,It's a good idea.,noun,,,B1
תועלת,tv'lt,usefulness.,noun,,,B1
תעופה,t'vfh,Airport Airport,noun,,,B1
אסון,'svn,Disaster is a disaster.,noun,,,B1
ארי,'ry,Ari,propn,,,B1
בול,vvl,The Bulls.,propn,,,B1
בולט,vvlt,Highlighted in bold.,adj,,,B1
ביל,vyl,Bill is a good example of this.,propn,,,B1
בכ,vch,In other words.,adv,,,B1
חברון,chvrvn,A friend is a friend.,propn,,,B1
חפץ,chftz,It's an object.,noun,,,B1
חש,chsh,Feel the feeling.,verb,,PAAL,B1
יאללה,y'llh,"Come on, let's get to it.",adv,,,B1
ידיד,ydyd,A friend is a friend.,noun,,,B1
יקח,ykch,Take this one.,verb,י-ק-ח,PAAL,B1
כלא,chl',Prison is a prison.,noun,,,B1
כץ,chtz,"As a result, the company has been able to expand its business.",propn,,,B1
בחן,vchn,It's a good idea.,verb,ב-ח-נ,PAAL,B1
הגדיר,hgdyr,The setting,verb,ג-ד-ר,HIFIL,B1
מאור,m'vr,The light is shining.,propn,,,B1
מאחור,m'chvr,From the back.,adv,,,B1
מגיל,mgyl,From an early age.,propn,,,B1
מדריך,mdrych,The guide is a guide.,noun,,,B1
מוגבל,mvgvl,restricted restricted,adj,,,B1
מוצלח,mvtzlch,Successful Successful,adj,,,B1
מוצר,mvtzr,Product,noun,,,B1
מושב,mvshv,A seat is a seat.,noun,,,B1
כונה,chvnh,Consciousness,verb,כ-נ-ה,PUAL,B1
מעריב,m'ryv,Southwest.,propn,,,B1
מפי,mfy,From my mouth.,propn,,,B1
מפתיע,mfty',Surprisingly,verb,מ-פ-ע,HIFIL,B1
מתקן,mtkn,The device,noun,,,B1
נדיר,ndyr,It is rare.,adj,,,B1
נדרש,ndrsh,Necessary,verb,נ-ד-ש,NIFAL,B1
נפגש,nfgsh,I'll see you around.,verb,נ-פ-ש,NIFAL,B1
נשלח,nshlch,We will be sent.,verb,נ-ש-ח,NIFAL,B1
סניף,snyf,Branch,noun,,,B1
עברה,'vrh,In the past.,noun,,,B1
עד,'d,up to,noun,,,B1
עיון,'yvn,The eyesight.,noun,,,B1
צומת,tzvmt,At the crossroads,noun,,,B1
קוק,kvk,Cook Cook,propn,,,B1
קרים,krym,The cream is cold.,noun,,,B1
רישיון,ryshyvn,License,noun,,,B1
רמז,rmz,The clue is a clue.,noun,,,B1
רעש,r'sh,Noise and noise.,noun,,,B1
שבי,shvy,Have a seat.,propn,,,B1
שליח,shlych,A messenger is a messenger.,noun,,,B1
שעד,sh'd,That's the end of it.,noun,,,B1
תוכנה,tvchnh,The software,noun,,,B1
תפילה,tfylh,Prayer is a prayer.,noun,,,B1
אנגליה,'nglyh,England England,propn,,,B1
בעמוד,v'mvd,On the page,adv,,,B1
בקו,vkv,I'm in the line.,adv,,,B1
חייך,chyych,Your smile.,verb,ח-י-י,PAAL,B1
טום,tvm,Tom Tom,propn,,,B1
יורה,yvrh,Shoot the gun.,propn,,,B1
כיסוי,chysvy,Coverage,noun,,,B1
כלכלה,chlchlh,Economy is the economy.,noun,,,B1
כתובת,chtvvt,Address,noun,,,B1
הקל,hkl,It's easy to get lost.,verb,,HIFIL,B1
לידה,lydh,The birth of a child.,noun,,,B1
לכת,lcht,Keep going.,noun,,,B1
לעת,l't,From time to time.,noun,,,B1
הלר,hlr,Heller is the author of the book.,verb,ה-ל-ר,PAAL,B1
לתל,ltl,To the end of the day.,propn,,,B1
מיקי,myky,Mickey is the one.,propn,,,B1
מנחה,mnchh,Guided tours are available.,noun,,,B1
צוין,tzvyn,Highlighted.,verb,צ-ו-י,PUAL,B1
המקס,hmks,The Max,propn,,,B1
נעל,n'l,Shoes with shoes.,noun,,,B1
נרצח,nrtzch,We were murdered.,verb,נ-ר-ח,NIFAL,B1
עכו,'chv,I'm going to wait.,propn,,,B1
עיקרון,'ykrvn,Principle of the day,noun,,,B1
פן,fn,I've been waiting for you.,noun,,,B1
קלות,klvt,It's easy.,noun,,,B1
רבע,rv',A quarter,noun,,,B1
רווח,rvvch,Profit from the sale.,noun,,,B1
שיפור,shyfvr,Improvement is needed.,noun,,,B1
תיאטרון,ty'trvn,The theater.,noun,,,B1
רא,r',See also,verb,,PAAL,B1
בין,vyn,Between,adv,,,B1
ג'יי,gyy,G'Jay,propn,,,B1
גנרל,gnrl,The general is the general.,noun,,,B1
"ח""כ",chch,"""This is the time.",noun,,,B1
חזה,chzh,Breast tissue.,noun,,,B1
חריף,chryf,It's very sharp.,adj,,,B1
טרי,try,Fresh and fresh.,propn,,,B1
יציאה,ytzy'h,The exit is the exit.,noun,,,B1
כבש,chvsh,A sheep is a sheep.,verb,כ-ב-ש,PAAL,B1
כיכר,chychr,As a square.,noun,,,B1
לאחת,l'cht,To one of them.,adv,,,B1
לאלה,l'lh,For these,adv,,,B1
להורים,lhvrym,"For parents, it's a good idea.",adv,,,B1
הסתיר,hstyr,Hide and seek.,verb,ס-ת-ר,HIFIL,B1
מיקום,mykvm,Location,noun,,,B1
מסגרת,msgrt,The framework,noun,,,B1
מעניין,m'nyyn,It's interesting,adj,,,B1
משרה,mshrh,A job is a job.,noun,,,B1
נח,nch,Noah's Ark is here.,propn,,,B1
עומר,'vmr,Omar,propn,,,B1
עזרא,'zr',Ezra,propn,,,B1
ענקי,'nky,They're huge.,adj,,,B1
פרופיל,frvfyl,Profile,noun,,,B1
צהוב,tzhvv,Yellow is the color.,adj,,,B1
קריה,kryh,Read it and read it.,noun,,,B1
ראייה,r'yyh,Viewing,noun,,,B1
שאמים,sh'mym,They're the ones who've got it all figured out.,verb,ש-א-מ,PAAL,B1
שידור,shydvr,Broadcasting,noun,,,B1
תקין,tkyn,Correctly,adj,,,B1
אחריה,'chryh,Responsibility for her.,adv,,,B1
אימא,'ym',My mother.,noun,,,B1
אלך,'lch,I'm going to go.,verb,א-ל-כ,PAAL,B1
אמנון,'mnvn,Ammonium is the root of all evil.,propn,,,B1
אצבע,'tzv',A finger is a finger.,noun,,,B1
ארז,'rz,"It's all right, you know.",propn,,,B1
בינה,vynh,Between the two of them.,propn,,,B1
"בית""ר",vytr,The House of Lords.,propn,,,B1
ביתי,vyty,My home is my home.,adj,,,B1
גופו,gvfv,His body.,noun,,,B1
דבש,dvsh,"Honey, honey, honey.",noun,,,B1
דואר,dv'r,Post office,noun,,,B1
דל,dl,I'm going to tell you a story.,adj,,,B1
הומו,hvmv,Gay people are gay.,propn,,,B1
היין,hyyn,The wine,propn,,,B1
זרם,zrm,Current,noun,,,B1
"חב""ד",chvd,Thank you very much.,propn,,,B1
חוב,chvv,Debt and debt.,noun,,,B1
חזון,chzvn,Vision is a vision.,noun,,,B1
חסד,chsd,Mercy is the result of grace.,noun,,,B1
טורקיה,tvrkyh,Turkey,propn,,,B1
טיול,tyvl,Travels  Travels,noun,,,B1
יבש,yvsh,Dry and dry.,adj,,,B1
ימינה,ymynh,To the right.,adv,,,B1
לאי,l'y,I'm not sure what to do.,adv,,,B1
לאנשי,l'nshy,to my people.,noun,,,B1
אישר,'yshr,It's confirmed.,verb,א-ש-ר,PIEL,B1
לגן,lgn,The garden.,propn,,,B1
להקה,lhkh,For a band.,noun,,,B1
השיב,hshyv,The answer is simple.,verb,ש-י-ב,HIFIL,B1
לוחם,lvchm,He is a fighter.,noun,,,B1
לוין,lvyn,Levin is the one.,propn,,,B1
לעוד,l'vd,For more,adv,,,B1
מודל,mvdl,The model,noun,,,B1
מוטב,mvtv,It's better than that.,verb,,,B1
מומלץ,mvmltz,Recommended,verb,מ-מ-צ,PUAL,B1
מילא,myl',I've been through a lot.,verb,מ-ל-א,PIEL,B1
מנשה,mnshh,Manisha is the main source of income.,propn,,,B1
הפריע,hfry',The obstacle is the obstacle.,verb,פ-ר-ע,HIFIL,B1
ריגש,rygsh,It's exciting.,adj,,,B1
נפצע,nftz',Wounded,verb,נ-פ-ע,NIFAL,B1
סיכום,sychvm,Summary,noun,,,B1
עצמאות,'tzm'vt,independence.,noun,,,B1
פיקוח,fykvch,Supervision,noun,,,B1
קדוש,kdvsh,It is holy.,propn,,,B1
קורה,kvrh,It's going to happen.,noun,,,B1
ראשוני,r'shvny,The first first,adj,,,B1
רמי,rmy,Remy,propn,,,B1
רפאל,rf'l,Raphael is a great man.,propn,,,B1
רצוי,rtzvy,It is desirable.,adj,,,B1
שוכל,shvchl,He is able to do so.,verb,ש-כ-ל,PAAL,B1
שמיר,shmyr,I'm going to keep my eye on you.,propn,,,B1
תומך,tvmch,Support for support,noun,,,B1
אליפות,'lyfvt,championships.,noun,,,B1
אלעזר,'l'zr,Lazarus was born.,propn,,,B1
אמין,'myn,Reliable and reliable.,noun,,,B1
אשראי,'shr'y,Credit is what it is.,noun,,,B1
בינון,vynvn,Bananas,noun,,,B1
דורון,dvrvn,Duron,propn,,,B1
החקלאות,hchkl'vt,Agriculture is the field of agriculture.,noun,,,B1
הקלטה,hklth,The tape,noun,,,B1
חומרי,chvmry,The material.,adj,,,B1
חידוש,chydvsh,The invention is new.,noun,,,B1
חיוך,chyvch,A smile is a smile.,noun,,,B1
חלון,chlvn,window window,noun,,,B1
חלילה,chlylh,I'm going to tell you a little bit.,adv,,,B1
חתול,chtvl,A cat is a cat.,noun,,,B1
חתן,chtn,The groom is the bridegroom.,noun,,,B1
יחזקאל,ychzk'l,Ezekiel is the author of the Book of Ezekiel.,propn,,,B1
ינואר,ynv'r,January,propn,,,B1
גייס,gyys,Guy's got a lot to do with it.,verb,ג-י-י,PIEL,B1
העיר,h'yr,The city,verb,ע-י-ר,HIFIL,B1
להר,lhr,On the mountain.,verb,,PAAL,B1
חגג,chgg,The holiday is celebrated.,verb,ח-ג-ג,PAAL,B1
ניקה,nykh,Clean up the mess.,verb,נ-ק-ה,PAAL,B1
מוזמן,mvzmn,You are welcome.,verb,מ-ז-נ,PAAL,B1
סיפק,syfk,Supply,verb,ס-פ-ק,PIEL,B1
משטר,mshtr,A regime of terrorism.,noun,,,B1
משמע,mshm',meaning.,noun,,,B1
נבנה,nvnh,We're going to be built.,verb,נ-ב-ה,NIFAL,B1
סכין,schyn,A knife,noun,,,B1
ספיר,sfyr,Sphere,propn,,,B1
פינה,fynh,The corner.,noun,,,B1
פינוי,fynvy,Evacuation is required.,noun,,,B1
צחוק,tzchvk,Laughing is fun.,noun,,,B1
קובץ,kvvtz,Files,noun,,,B1
שחשוב,shchshvv,that is important.,adj,,,B1
שלל,shll,A lot of people have to say.,noun,,,B1
שלמות,shlmvt,Complete and complete.,noun,,,B1
שנתן,shntn,The one who gave,adv,,,B1
שקש,shksh,It's hard to believe.,verb,ש-ק-ש,PAAL,B1
תרומה,trvmh,Contribution to the Fund,noun,,,B1
בנוי,vnvy,Built to last.,adj,,,B1
ג'ו,gv,J'o is a great place to start.,propn,,,B1
גדי,gdy,I'm going to tell you something.,propn,,,B1
דון,dvn,Don Don is a member.,noun,,,B1
דצמבר,dtzmvr,December is the month of December.,propn,,,B1
זבל,zvl,Garbage is garbage.,noun,,,B1
חווה,chvvh,The farm.,noun,,,B1
חלקית,chlkyt,partially,adv,,,B1
יעיל,y'yl,Effective and efficient.,adj,,,B1
כבן,chvn,"As a kid, I'm going to be a kid.",propn,,,B1
לאה,l'h,"No, not at all.",propn,,,B1
לבכות,lvchvt,Crying and crying.,verb,ב-כ-ת,PAAL,B1
הגדיל,hgdyl,The increase,verb,ג-ד-ל,HIFIL,B1
התגבר,htgvr,He has overcome it.,verb,ג-ב-ר,HITPAEL,B1
חשף,chshf,exposed.,verb,ח-ש-פ,PAAL,B1
לפיה,lfyh,to her.,adv,,,B1
לקהל,lkhl,For the public,adv,,,B1
מחאה,mch'h,Protests were held.,noun,,,B1
מעקב,m'kv,Follow-up,noun,,,B1
מתחילת,mtchylt,You're just starting out.,noun,,,B1
נמסר,nmsr,It was denied.,verb,נ-מ-ר,NIFAL,B1
סומך,svmch,Trust your trust.,noun,,,B1
סירב,syrv,He refused.,verb,ס-ר-ב,PIEL,B1
עילית,'ylyt,You were an elite.,propn,,,B1
עצה,'tzh,Advice is needed.,noun,,,B1
פיקוד,fykvd,Command,noun,,,B1
פרו,frv,Probiotics are used in the treatment of prostate cancer.,propn,,,B1
קילומטר,kylvmtr,The kilometers are  kilometers.,noun,,,B1
רובין,rvvyn,Robin is the one.,propn,,,B1
רוצח,rvtzch,A murderer is a murderer.,noun,,,B1
שיצא,shytz',It's out there.,verb,ש-צ-א,PAAL,B1
תיכון,tychvn,High school,adj,,,B1
תפיסה,tfysh,The catch,noun,,,B1
תקנה,tknh,Buy a copy of it.,noun,,,B1
אובמה,'vvmh,Obama is the one.,propn,,,B1
אימה,'ymh,I'm scared of you.,noun,,,B1
אשכנזי,'shchnzy,I'm going to make a decision.,propn,,,B1
בנט,vnt,I'm going to tell you something about Benet.,propn,,,B1
גבינה,gvynh,Cheese and cheese.,noun,,,B1
דיבור,dyvvr,Speech is the language.,noun,,,B1
דרמה,drmh,Drama is a drama.,noun,,,B1
זול,zvl,Cheaply available.,adj,,,B1
חולון,chvlvn,The living room.,propn,,,B1
חור,chvr,A hole in the ground.,noun,,,B1
חלש,chlsh,Weakness is weakness.,adj,,,B1
חמאס,chm's,Hamas is a terrorist organization.,propn,,,B1
טיל,tyl,The missile was fired.,noun,,,B1
טיפוס,tyfvs,Type of the type.,noun,,,B1
כרגיל,chrgyl,As usual,adv,,,B1
כרמל,chrml,Carmel is the name of the game.,noun,,,B1
לאבא,l'v',Not to my father.,propn,,,B1
לבוש,lvvsh,Clothes and clothing.,noun,,,B1
הטיל,htyl,The missile was launched.,verb,ט-י-ל,HIFIL,B1
לייב,lyyv,Live in the living room.,propn,,,B1
מבוא,mvv',I'm going to come back.,noun,,,B1
הונח,hvnch,The subject matter.,verb,ה-נ-ח,PUAL,B1
מייל,myyl,miles away.,noun,,,B1
מלך,mlch,There is a king.,noun,,,B1
מנגנון,mngnvn,The mechanism is simple.,noun,,,B1
מצלמה,mtzlmh,A camera is a camera.,noun,,,B1
מקיף,mkyf,It is comprehensive.,adj,,,B1
מרן,mrn,Maren,propn,,,B1
משתנה,mshtnh,It's changing.,verb,מ-ש-ה,HITPAEL,B1
מתכת,mtcht,The metallic is made of metal.,noun,,,B1
נאום,n'vm,Speech  Speech,noun,,,B1
נובמבר,nvvmvr,November is the month of November.,propn,,,B1
נורה,nvrh,The light is shining.,verb,נ-ר-ה,NIFAL,B1
ניצח,nytzch,The winner is the winner.,verb,נ-צ-ח,PIEL,B1
סוסי,svsy,Horses and horses.,noun,,,B1
סר,sr,Sr,propn,,,B1
עודד,'vdd,Exaggerated.,propn,,,B1
פייסבוק,fyysvvk,Facebook is the official site of Facebook.,propn,,,B1
צדקה,tzdkh,Charity is a charity.,noun,,,B1
קילוגרם,kylvgrm,Kilograms,noun,,,B1
קבלו,kvlv,Receive and receive.,verb,ק-ב-ו,PIEL,B1
שלג,shlg,Snow has fallen.,noun,,,B1
תהה,thh,Tea is served.,verb,ת-ה-ה,PAAL,B1
אהה,'hh,Ahhhhhhhhhhhhhhhhhhhhhhh,intj,,,B1
אלכס,'lchs,Alex is the one.,propn,,,B1
ארצי,'rtzy,I want to live.,propn,,,B1
אשמה,'shmh,Guilt is the key.,noun,,,B1
"בע""מ",v'm,"In this case, the problem is:",noun,,,B1
ג'ונס,gvns,Jones is the one.,propn,,,B1
גדר,gdr,A fence is a fence.,noun,,,B1
גור,gvr,The Gorgeous Gorge.,propn,,,B1
דהי,dhy,I've been waiting for you.,noun,,,B1
הוריו,hvryv,His parents.,propn,,,B1
התא,ht',It's the same as it ever was.,noun,,,B1
זכוכית,zchvchyt,Glass is glass.,noun,,,B1
חברתיות,chvrtyvt,social and social.,adj,,,B1
חרדי,chrdy,I'm a hard worker.,noun,,,B1
חשיבה,chshyvh,Thinking and thinking.,noun,,,B1
יורו,yvrv,The Euro is the Euro.,propn,,,B1
הרוויח,hrvvych,The profit,verb,ר-ו-ו,HIFIL,B1
הרחיב,hrchyv,The vastness of the world.,verb,ר-ח-ב,HIFIL,B1
זרק,zrk,Throw away the trash.,verb,ז-ר-ק,PAAL,B1
ליותר,lyvtr,More than that.,adv,,,B1
לפנים,lfnym,Face to face,adv,,,B1
מדיני,mdyny,Political and political.,adj,,,B1
מחשב,mchshv,A computer computer,noun,,,B1
מייק,myyk,Mike is the one.,propn,,,B1
מיץ,mytz,Juice is a must.,noun,,,B1
מלאך,ml'ch,An angel is an angel.,noun,,,B1
מנהג,mnhg,The custom is that of the people.,noun,,,B1
מני,mny,Mani is a man.,propn,,,B1
מסכת,mscht,A mask is a mask.,noun,,,B1
משלוח,mshlvch,Delivery is done.,noun,,,B1
משרדי,mshrdy,From my offices,adj,,,B1
נטה,nth,It's clean.,verb,נ-ט-ה,PAAL,B1
נסגר,nsgr,It's closing down.,verb,נ-ס-ר,NIFAL,B1
נע,n',We're going to have to make a decision.,verb,,PAAL,B1
סוכן,svchn,The agent is an agent.,noun,,,B1
סף,sf,Sph,noun,,,B1
סרטון,srtvn,A video,noun,,,B1
עלות,'lvt,Costs are high.,noun,,,B1
פלסטיני,flstyny,Palestinian,noun,,,B1
פרשנות,frshnvt,Explanations are provided.,noun,,,B1
ציר,tzyr,The coat of arms.,noun,,,B1
קולה,kvlh,The Coca-Cola® is now available.,propn,,,B1
ראיון,r'yvn,Interview with the author.,noun,,,B1
רכוש,rchvsh,Property is property.,noun,,,B1
"רש""י",rshy,It's a good idea to write a letter.,propn,,,B1
רשום,rshvm,Registered,adj,,,B1
שנאה,shn'h,Hate is hate.,noun,,,B1
שרשרת,shrshrt,A chain,noun,,,B1
תקיפה,tkyfh,The attack was a surprise.,noun,,,B1
אויב,'vyv,If,noun,,,B1
איל,'yl,I'm going to tell you something.,propn,,,B1
אישום,'yshvm,Charges are charged.,noun,,,B1
אשכול,'shchvl,I'm going to be able to do it.,noun,,,B1
ברי,vry,It's a good idea to have a good time.,propn,,,B1
גורדון,gvrdvn,Gordon is the only one.,propn,,,B1
דיוק,dyvk,The Duke,noun,,,B1
חבורה,chvvrh,A bunch of them.,noun,,,B1
חורף,chvrf,Winter is here.,noun,,,B1
חלקה,chlkh,It's smooth.,propn,,,B1
חנוך,chnvch,Education and education.,propn,,,B1
טיפש,tyfsh,Fools are stupid.,noun,,,B1
יישוב,yyshvv,Resettlement is a must.,noun,,,B1
יסודי,ysvdy,Basic knowledge.,adj,,,B1
כראש,chr'sh,As head of state.,adv,,,B1
לפתע,lft',All of a sudden,adv,,,B1
ריצה,rytzh,Running and running.,verb,ר-צ-ה,PAAL,B1
ממילא,mmyl',"I mean, it's just a matter of time.",adv,,,B1
מנקודת,mnkvdt,From a point of view,noun,,,B1
מסמך,msmch,A document is a document.,noun,,,B1
מקל,mkl,It's easy to get lost.,noun,,,B1
מקלט,mklt,Refuge is a place of refuge.,noun,,,B1
נהיגה,nhygh,Driving a car.,noun,,,B1
נחת,ncht,He landed on the ground.,verb,נ-ח-ת,PAAL,B1
ניסוי,nysvy,The experiment.,noun,,,B1
ניצב,nytzv,We are staying.,noun,,,B1
נמל,nml,Port  Port,noun,,,B1
נשימה,nshymh,Breathing is important.,noun,,,B1
סיור,syvr,Tour,noun,,,B1
סימון,symvn,A sign,propn,,,B1
עובדיה,'vvdyh,Her work is in progress.,propn,,,B1
פליט,flyt,The refugees are fleeing.,noun,,,B1
צינור,tzynvr,The pipe is a pipe.,noun,,,B1
קבר,kvr,The tomb is a tomb.,noun,,,B1
קומה,kvmh,Get up!,noun,,,B1
ריכוז,rychvz,Concentration,noun,,,B1
שאחד,sh'chd,that one,propn,,,B1
שנינו,shnynv,Both of us.,adv,,,B1
תיבה,tyvh,The box.,noun,,,B1
אבק,'vk,Dust from the dust.,noun,,,B1
אחמד,'chmd,Ahmed is the father of the family.,propn,,,B1
אלים,'lym,Violence is not allowed.,noun,,,B1
אף,'f,I'm not sure if it's true.,propn,,,B1
בושה,vvshh,Shame on you.,noun,,,B1
בכביש,vchvysh,On the road,adv,,,B1
דיור,dyvr,Accommodation,noun,,,B1
דרור,drvr,It is necessary.,propn,,,B1
הקלה,hklh,It's a relief.,noun,,,B1
זיהום,zyhvm,Infection is an infection.,noun,,,B1
"זצ""ל",ztzl,It's the first time I've seen it.,propn,,,B1
חוויה,chvvyh,experience experience experience,noun,,,B1
חוש,chvsh,The senses.,noun,,,B1
חיצוני,chytzvny,External to the outside.,adj,,,B1
טבעת,tv't,A ring is a ring.,noun,,,B1
יועץ,yv'tz,Counselor,noun,,,B1
ירק,yrk,The vegetables are green.,noun,,,B1
כראוי,chr'vy,Properly and appropriately.,adv,,,B1
